Timestep,dx,dy
0,-18.849967123903394,-60.93681923050308
1,0.0,-63.72105365708112
2,18.83085894541892,-60.875047684140235
3,35.97961334427205,-52.591255002759645
4,49.88545988105875,-39.58666394925602
5,59.35605921250407,-23.076423140030993
6,63.5245585517517,-4.504834179092187
7,62.018598267664856,14.46915820253707
8,54.97270130729295,32.15066377472166
9,42.99917288727583,46.94159618689627
10,27.206488655270316,57.552144153055835
11,8.98352981944729,63.02173048676602
12,-10.04190097993839,62.86177333063858
13,-28.170318672089913,57.086561181037816
14,-43.76665684626579,46.19539596022461
15,-55.46355725324474,31.198215914323743
16,-62.20606327519791,13.414192156920741
17,-63.391886930061006,-5.568081435025941
18,-58.91510212242584,-24.05297489552704
19,-49.169472105464926,-40.384249226951816
20,-35.03902917598241,-53.1111194304856
21,-17.778654125240525,-61.0937315135499
22,1.0698351492108948,-63.61902251298871
23,19.822759236021188,-60.461415704773145
24,36.796110041210525,-51.890468801598786
25,50.48734864425178,-38.698864240289254
26,59.66870275690932,-22.05040539133402
27,63.520029360678464,-3.432249500417503
28,61.69730092026263,15.49249901627013
29,54.331915075848286,33.01425591384551
30,42.14888126560156,47.59590210734844
31,26.200813421855283,57.92594811815514
32,7.912304947739107,63.0816417015922
33,-11.08298616252691,62.60244010480191
34,-29.079714800974216,56.514528092068176
35,-44.48209766387265,45.39674752443017
36,-55.9110272213187,30.22381070335309
37,-62.34559123416889,12.351070886246438
38,-63.21100926290347,-6.6249533085368775
39,-58.393794540004365,-24.993703732052115
40,-48.39957817044146,-41.133943403826066
41,-34.08197162901531,-53.59981041855312
42,-16.719924066642513,-61.277766002291145
43,2.1358334477483947,-63.48698267917789
44,20.802125868984568,-60.020249196031145
45,37.61022634030092,-51.192085607582825
46,51.058717305340295,-37.79108547470021
47,59.92982038189172,-21.00854847285911
48,63.46159478391871,-2.3597600352528003
49,61.32453392846984,16.499818738344565
50,53.70953509705823,33.88551784465076
51,41.29682345591448,48.244324561478805
52,25.196288968598335,58.29615311080233
