Timestep,dx,dy
0,-20.668647778429296,-66.81611936691142
1,0.0,-69.94374178832956
2,20.669789027954526,-66.8198087163707
3,39.493207361866105,-57.727061137954735
4,54.788815102834874,-43.47772711377508
5,65.19030116552238,-25.344657214115365
6,69.76853177818724,-4.947624568274792
7,68.11454723532096,15.8913646449809
8,60.37972621972126,35.31295043422704
9,47.247265250969406,51.57917925910813
10,29.894346791573454,63.23799361652624
11,9.871055366160784,69.2479463428112
12,-11.033988036628422,69.07218626007297
13,-30.953398150093825,62.72641349304485
14,-48.107833393806914,50.777477023700065
15,-60.964939157664375,34.292739759910596
16,-68.37622847547158,14.744734185762107
17,-69.67967294515023,-6.120374579678046
18,-64.75883975420905,-26.438768511928572
19,-54.053292276117354,-44.39546599430289
20,-38.519325183283286,-58.38644872025656
21,-19.54454149205348,-67.16194387154135
22,1.1760978821070731,-69.9380626019221
23,21.791408756965065,-66.46599537229483
24,40.460172623352186,-57.05758904590688
25,55.51474976985342,-42.55239822188181
26,65.61035965628443,-24.246128396427626
27,69.84519151875274,-3.7740241323818458
28,67.84096043937716,17.03520246741772
29,59.776698411374625,36.322725165915244
30,46.37276194430857,52.36564700354172
31,28.82648476249181,63.73090155239355
32,8.705223549354953,69.40326447220481
33,-12.193649357103315,68.87604047707057
34,-32.003299882242516,62.19632491627063
35,-48.95419094276755,49.960796886980354
36,-61.53214992425376,33.262419667579934
37,-68.61362521120643,13.59280956311639
38,-69.56905219632063,-7.2913204186137195
39,-64.30712156008617,-27.52472513209851
40,-53.300827277652026,-45.299428125078826
41,-37.53332883775859,-59.02766811672265
42,-18.41308991647026,-67.48314231472374
43,2.351935488248879,-69.91054839150092
44,22.90686950045758,-66.09305339164081
45,41.41560108260225,-56.371662774021765
46,56.224800366102095,-41.61475940977242
47,66.01160568447796,-23.14053352665566
48,69.901790866204,-2.599232701924888
49,67.54785725494543,18.17424983890101
50,59.160074729590285,37.324280769099474
51,45.48769892220518,53.14024485927863
52,27.752042443893863,64.20934914117717
53,7.537961005463427,69.54819638330369
54,-13.351608165992229,68.66954955198318
55,-33.048517944423,61.65685637435316
56,-49.793302041667076,49.13653984640938
57,-62.090198764491156,32.22700255494519
58,-68.84076295189291,12.438723105357386
59,-69.44198680988785,-8.460670433590051
60,-63.840164801836856,-28.604297480706858
61,-52.535691004085955,-46.19278782465575
62,-36.53836039342544,-59.65501400595445
63,-17.277166869236588,-67.78843545371892
64,3.527344515638225,-69.86651785339284
65,24.01676872024915,-65.70363229326462
66,42.36084650305076,-55.671636942301554
67,56.92095602897727,-40.666660067402866
68,66.38728347340549,-22.025998320624055
69,69.93132189170271,-1.4234561733657063
70,67.22860359845826,19.306239074449326
71,58.52055436943368,38.31136548457371
72,44.585038307499545,53.89425171683181
73,26.666873559001058,64.6629249538457
74,6.366636416125305,69.6554516871673
75,-14.502313396360304,68.42586437270762
76,-34.07581474468149,61.08399838324746
77,-50.60542504819683,48.285680741703985
78,-62.61460344782521,31.174147046391276
79,-69.03060580347791,11.277919639865885
80,-69.2803097331914,-9.625730739611113
81,-63.34140992860532,-29.66954325996289
82,-51.744410621727795,-47.063063844255346
83,-35.52736930968691,-60.25619722866851
84,-16.133668406542736,-68.06399942902861
85,4.701205045240638,-69.79184727208248
86,25.116133851702287,-65.28539725597491
87,43.28751322334744,-54.94719713930459
88,57.59214795983968,-39.700727548736644
89,66.75224764296388,-20.907910204979977
90,69.94956784910453,-0.24745151162159654
91,66.89850148666996,20.43511128829741
92,57.87159122697425,39.29226645772777
93,43.675184079109634,54.639560486729486
94,25.577402813128057,65.10606530778888
95,5.194868329780912,69.75683921712137
96,-15.651708269842894,68.1764424325794
97,-35.10016438444075,60.50604709210741
98,-51.414085758969605,47.43161868329857
99,-63.13475393614711,30.119254817652372
100,-69.21578257536596,10.116427621852692
101,-69.1139714991158,-10.79006992414449
102,-62.83841518761898,-30.732722659356668
103,-50.949690395998324,-47.93011280917701
104,-34.50978150228029,-60.84604872967012
105,-14.987216605762377,-68.3267883319601
106,5.874111714452492,-69.70409942689633
107,26.21072312979565,-64.8549509163465
108,44.20600871007189,-54.21250279477573
109,58.25250318887677,-38.727413256999476
110,67.09547504840724,-19.782919232941317
111,69.94500794904349,0.9287240476927753
112,66.54656160339634,21.557407175119515
113,57.208160146670835,40.263564003998994
114,42.75434610847223,55.37141918452358
115,24.48141366558699,65.53311039929106
116,4.0216294517543325,69.8409240361555
117,-16.797394943580276,67.91005593268676
118,-36.11595807546716,59.91298478595736
119,-52.208390234868055,46.56406514421817
120,-63.63720238428978,29.055716242629497
121,-69.38149277229819,8.95190674430841
122,-68.92814104647206,-11.951549922454172
123,-62.31764376628408,-31.78741022936243
124,-50.14049696605222,-48.78379585137435
125,-33.48444890283885,-61.42247028038219
126,-13.83733474423499,-68.57445837079027
127,7.045827316011949,-69.60089432689928
128,27.299606606363753,-64.41008968173419
129,45.11648801196029,-53.46773191297125
130,58.9022224436579,-37.7468414261189
131,67.42639677007917,-18.654138014247145
132,69.927571885777,2.104883989727703
133,66.18232526679405,22.67588297577394
134,56.525208639318976,41.22131287006979
135,41.818863470364754,56.0845656531074
136,23.37696377468328,65.9379512202788
137,2.846869527480476,69.90129598472566
138,-17.937527095920014,67.62056616247646
139,-37.11961784630331,59.29949255596647
140,-52.98592368602324,45.68137188821766
141,-64.11915476826245,27.98267032029518
142,-69.52481271800295,7.78436015208296
143,-68.72002621000202,-13.109303724735252
144,-61.776684426163015,-32.8319525426221
145,-49.32312390266244,-49.62997976100631
146,-32.45351814630584,-61.98931038915246
147,-12.684936268669906,-68.81132053997416
148,8.216753186919966,-69.48662036435883
149,28.384464551876942,-63.954887340206675
150,46.01667623448113,-52.71025470367437
151,59.538355278280505,-36.75717199884309
152,67.74165036524995,-17.52068059144727
153,69.89378557674402,3.2808810321947917
154,65.80251708391914,23.78937132451833
155,55.833305716413854,42.17282792714707
156,40.87667143487199,56.789111412319244
157,22.26864583504932,66.33259270726893
158,1.6714284244026871,69.95078105080304
159,-19.075092709461632,67.32047445406732
160,-38.11325094937413,58.66979306419373
161,-53.74908872224668,44.78615832657828
162,-64.58368047784965,26.901909450079987
163,-69.64920440279114,6.614593123050029
164,-68.49317233125866,-14.263585107741534
165,-61.218849165248216,-33.86763976139864
166,-48.476028528418084,-50.446399021508746
167,-31.40298863693516,-62.51893169907659
168,-11.524813296503357,-69.00683440505021
169,9.382839291915461,-69.3305621133088
170,29.45235079084043,-63.46119719181606
171,46.890971510118625,-51.92303252856603
172,60.14096139749073,-35.74673800937384
173,68.01873831811638,-16.37729384656966
174,69.8206039216744,4.4550851998528795
175,65.38560292020743,24.889504753735935
176,55.10766156794876,43.09886774898538
177,39.909773622196106,57.45934853578805
178,21.146864460104716,66.68715684626291
179,0.49496887646691323,69.95800004676691
180,-20.2011408027645,66.97970345559162
181,-39.09274273815657,58.01830943711145
182,-54.49230639275794,43.874312629714225
183,-65.02423460907148,25.811154143829743
184,-69.74774160626232,5.442362130378108
185,-68.24089057206172,-15.412579883459067
186,-60.63828402157398,-34.890762038841096
187,-47.619040155481656,-51.25225633474817
188,-30.34612925376455,-63.0355392143664
189,-10.362489004204933,-69.18804511163646
190,10.546801526005346,-69.16018899846327
191,30.51397768692152,-62.954459178474124
192,47.75450601203186,-51.12420465005431
193,60.72985763704273,-34.7283966940362
194,68.2803919481088,-15.230404491229438
195,69.73164220261044,5.628074384808681
196,64.95397253750082,25.983814137870723
197,54.374157954863485,44.01849716032316
198,38.93726178202031,58.121138929586046
