Timestep,dx,dy
0,-18.432621361352357,-59.587653838222934
1,0.0,-62.37347208705691
2,18.432621361352357,-59.587653838222934
3,35.21871155347202,-51.47904793902276
4,48.85881913269039,-38.77197200496662
5,58.10383475851515,-22.589583856056844
6,62.1843919924698,-4.409796476201089
7,60.710202690477935,14.163904889392008
8,53.81295179238042,31.472386814882633
9,42.11009384021878,45.971001014877686
10,26.643949485719126,56.362158345332766
11,8.797780476035005,61.71865193146569
12,-9.806606034369699,61.388839315083814
13,-27.510251060206055,55.748947980844875
14,-42.75648729127278,45.12916915784896
15,-54.183413852170226,30.4781360599851
16,-60.77029742547125,13.104581839428475
17,-61.92808725528347,-5.439507319497275
18,-57.554677129533005,-23.497560969004397
19,-48.04007910808828,-39.4566474787898
20,-34.23420389534181,-51.8911891811031
21,-17.37028920668374,-59.69044549886552
22,1.0431379926073232,-62.03144426951057
23,19.32809301755819,-58.9526338286733
24,35.88652705716698,-50.607760183673804
25,49.239324513851756,-37.742246044089825
26,58.19371975879207,-21.505329471277346
27,61.95918953323168,-3.347910878853479
28,60.18124991254806,15.111811070520472
29,53.027498472057,32.22163994373446
30,41.13695852226874,46.45320568491278
31,25.571776583882716,56.53524491157405
32,7.724051203404899,61.58076991675699
33,-10.819293893677226,61.11296973781934
34,-28.39618368981231,55.18612998197845
35,-43.43652696790487,44.32967759300599
36,-54.59681465684364,29.513387129566254
37,-60.87206872059461,12.059156403484078
38,-61.717032809864506,-6.468374187892379
39,-57.048998167056936,-24.418104177507672
40,-47.284946424234164,-40.18663764419448
41,-33.29707124378349,-52.36541845602773
42,-16.336294797810034,-59.87178207117708
43,2.0866628933961318,-62.02540329630111
44,20.323225202941618,-58.6384799721991
45,36.744374332778406,-50.01355587230458
46,49.87888299671757,-36.91783166895915
47,58.56108220789043,-20.528733881526755
48,62.01219435504646,-2.3058654361842357
49,59.9239418683592,16.122979101126198
50,52.482862123123894,33.11160593361507
51,40.42460594094158,47.22537101108092
52,24.663049713052143,57.06240804125051
53,6.698416707053547,61.80223010728106
54,-11.864565913818566,61.02144302039495
55,-29.367722197267078,54.78979216568355
56,-44.32839956278475,43.74371817361413
57,-55.27569024166969,28.69003234151986
58,-61.285368136157686,11.073551366481428
59,-61.82060661826471,-7.532096972307213
60,-56.83359442845872,-25.464925521036584
61,-46.80545273373366,-41.15439058369209
62,-32.5530028762654,-53.14824807707886
63,-15.392690222880828,-60.39453085857435
64,3.1426056048155724,-62.24595006855821
65,21.39718183330275,-58.53712394299398
66,37.73808303571969,-49.59629070471265
67,50.70927383236763,-36.2287801377744
68,59.150756222526326,-19.625060539537312
69,62.30847772513826,-1.2682927316635073
70,59.90036848286287,17.201767888635437
71,52.103760985450975,34.11051470279847
72,39.69627773578476,47.9847335726924
73,23.74284422146836,57.57261910312854
74,5.668533145002591,62.01771403480493
75,-12.912131114990553,60.92295127608418
76,-30.249516009284978,54.225009756915
77,-44.923052511635824,42.86378722150347
78,-55.58374652525782,27.673670232721275
79,-61.279310004138935,10.011546701192202
80,-61.50097522552968,-8.544878480253473
81,-56.22865708063143,-26.33788189406894
82,-45.933911543300844,-41.77824398044252
83,-31.536026490534898,-53.48667995814891
84,-14.32112211357879,-60.41731011196321
85,4.173045449884215,-61.95104189140299
86,22.319224537025427,-58.01527611488856
87,38.467055996194524,-48.82832835154765
88,51.1787399077797,-35.279691439591055
89,59.31877940654705,-18.579624763119565
90,62.1600490071542,-0.219895541348791
91,59.58493737538851,18.20107774185222
92,51.54487862124146,34.99670671528114
93,38.90046937345611,48.66618410681817
94,22.781197051909984,57.98845621221492
95,4.62933224951385,62.16280469722541
96,-13.947794872526082,60.754456816728386
97,-31.279007018640232,53.919094250827634
98,-45.81615862451981,42.26729958010823
99,-56.260689232500965,26.83989292053395
100,-61.638267848678126,9.008914617826601
101,-61.54760271199436,-9.608808791061591
102,-55.95907352927048,-27.368205928090674
103,-45.37188696835541,-42.68288273895588
104,-30.731764873434486,-54.184824755097395
105,-13.345199258531755,-60.840823814806434
106,5.2305370208704245,-62.0672350615648
107,23.339045006051467,-57.7493650520916
108,39.362745610380834,-48.27291625463163
109,51.870289381480006,-34.48439161701648
110,59.759400457693104,-17.619897493990592
111,62.29737157427938,0.8271793625534474
112,59.27050402535766,19.200366750188103
113,50.94917887430103,35.8584425595444
114,38.07671531385705,49.313390490506244
115,21.804680286538588,58.367892473774646
116,3.58191506521109,62.20470109801909
117,-14.960811961048408,60.48494903440388
118,-32.16713421188421,53.36225661291801
119,-46.50006216537848,41.47287273440581
120,-56.68231993172535,25.880229523049213
121,-61.7988192961633,7.973556710046787
122,-61.39501418528337,-10.645370176608766
123,-55.50697530700739,-28.313377849974902
124,-44.66728531416151,-43.45867831099625
125,-29.82936993510867,-54.71774654670822
126,-12.326885779109347,-61.089041446597896
127,6.276722370974889,-62.00343421257461
128,24.320341836923124,-57.38087809812954
129,40.19131893878897,-47.63089417948962
130,52.472125219697205,-33.62618434056431
131,60.06575282990063,-16.61774760172027
132,62.293885630710065,1.8751030385580973
133,58.96105589485526,20.20167768675574
134,50.357644168833914,36.7235832587306
135,37.255934066925505,49.96508051025947
136,20.82626233234907,58.743345928368676
137,2.5362426094653228,62.27424320713776
138,-15.98370236259218,60.25507291787371
139,-33.076405699391444,52.84036278796236
140,-47.21489274703206,40.70592572888219
141,-57.13553345513216,24.93490131034185
142,-61.95242712365688,6.936516420149095
143,-61.24421303620488,-11.683188065448446
144,-55.05621330970411,-29.26027836150992
145,-43.95020601948158,-44.22363513599725
146,-28.918257720292782,-55.236626292881176
147,-11.303127584786704,-61.315494131571015
148,7.321893347035677,-61.919058754703265
149,25.29320492337457,-56.98976876561213
150,41.00514983342701,-46.969752462536576
151,53.05422683249626,-32.75406805970509
152,60.36412775743409,-15.612560306943099
153,62.29403147527027,2.924141318139782
154,58.64761847642113,21.20268395591848
155,49.76238838641393,37.58725398283456
156,36.43203234674213,50.61426655574841
157,19.847311361280415,59.120057439238046
158,1.4897170606369958,62.345997240955406
159,-17.001320922654813,60.00164760883547
160,-33.973681542130905,52.29752949579784
161,-47.91127437160632,39.9218288280814
162,-57.569095753277175,23.98003008838762
163,-62.100356312312314,5.897678133218076
164,-61.069619433604316,-12.71764300937577
165,-54.583715331560434,-30.196934978278193
166,-43.22201050296478,-44.97882467962884
167,-27.991922219853866,-55.72797842975322
168,-10.272960995012625,-61.511149898407346
169,8.363653240054147,-61.79971354229338
170,26.253167240247695,-56.56789283051803
171,41.79756399939668,-46.283030725588056
172,53.61861362406226,-31.86996830624605
173,60.642037711546266,-14.601159851155778
174,62.24848917748003,3.971926727515806
175,58.29446849682779,22.190212921014417
176,49.133176560925506,38.42631348230693
177,35.590371668236294,51.24057053197827
178,18.858156723153304,59.46966074336413
179,0.4413988023191754,62.38650327613456
180,-18.01478795893003,59.730545273926865
181,-34.86176736437168,51.73903555496823
182,-48.60956455117314,39.137841157625935
183,-58.004513643422506,23.024699201601756
184,-62.21809228391809,4.854829439236835
185,-60.87391404180003,-13.748707778033877
186,-54.09205035613631,-31.12411387659801
187,-42.47440135297117,-45.71509418710655
188,-27.0676113845432,-56.22534144640342
189,-9.242952305280438,-61.71314640748447
190,9.407352175579542,-61.688299797238066
191,27.217325904052593,-56.153021089358056
192,42.60898192142936,-45.615597219931004
193,54.186245911449085,-30.986429354406702
194,60.92321393445173,-13.589336040024088
195,62.2180927013256,5.021652190357763
196,57.947444953666206,23.18096308230035
197,48.50886561514434,39.270260793799345
198,34.737133782809686,51.8516630652897
199,17.86243724556749,59.80131070243619
200,-0.6080897223498919,62.43291625934973
201,-19.03111861585608,59.46474022466271
202,-35.754154362860326,51.18475604664106
203,-49.28337798548346,38.33259005203493
204,-58.41026423094367,22.056287952163363
205,-62.32153157627362,3.809885362259702
206,-60.663931282618876,-14.777549384919185
207,-53.587402679914526,-32.04494965679802
208,-41.734117530380324,-46.461054453918436
209,-26.139944904303384,-56.71921568048659
210,-8.210768851247215,-61.91081829438988
211,10.451850729558167,-61.57211189602487
212,28.180837612929636,-55.73335211920473
213,43.40145951085398,-44.92535737916621
214,54.73934884905225,-30.092824907274224
215,61.18753518209641,-12.572190010408475
216,62.170021229174964,6.071481176948177
217,57.591252020369886,24.16953476038492
218,47.876438602190866,40.10941718073029
219,33.8849655117395,52.46644482024142
220,16.86664937006412,60.13680120221335
221,-1.6583143267210207,62.43531623529271
222,-20.037762943503278,59.164398079083966
223,-36.6270812477021,50.60034449600691
224,-49.944611468692884,37.516312839638964
225,-58.80073829478535,21.08106069030948
226,-62.4043702923743,2.7627001742099546
227,-60.4486145515159,-15.80636868826069
228,-53.07766585683219,-32.96418783312337
229,-40.965447349780426,-47.177414254485555
230,-25.19390743636524,-57.176422766686166
231,-7.171870805445623,-62.06803171888863
232,11.491765115334932,-61.420405461021616
233,29.12947345420441,-55.28110571201632
234,44.16513268429948,-44.20370943077679
235,55.25565214656651,-29.177727435836445
236,61.428009801755124,-11.548706291171262
237,62.09729528782012,7.120317629258937
238,57.2196143271692,25.153304781962056
239,47.23067563305808,40.939422131353005
240,33.01680628021372,53.05897285926994
241,15.862161169269946,60.446306263211895
242,-2.7094035574239594,62.434151152946114
243,-21.038945333617615,58.84493926477411
244,-37.48914078242368,49.99928420709163
245,-50.60889940359699,36.70065377731703
246,-59.19431306362228,20.105521317582703
247,-62.492075033208906,1.7144225178419779
248,-60.2076060571773,-16.829820539436625
249,-52.57020198461246,-33.88696988369285
