Timestep,x error,y error
0,0.0,0.0
1,0.0,0.0
2,0.0035698197726681258,-0.012283027324015094
3,0.0,0.0
4,-0.003266858979063869,-0.0006329947657111035
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0035899966687011897,-0.02071907634956105
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,-0.0019152829989828035,0.008944777675095494
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.005365728257924474,-0.02597731335535869
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0015223458896898023,0.006134513229303806
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0011073261246679067,0.0038551463716682832
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.00032863858990950234,-0.025128457753512023
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.00027728510770685943,-0.000703587235550529
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,-0.0013570724195837158,-0.005801386126741193
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.00414274972398232,-0.015456755773342934
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.005035271428852184,0.005820641529073356
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.026947221787761322,-0.4173148867375218
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.004655106306227452,-0.009554438363412743
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.007764011194979048,-0.019700448653624747
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.004076632150074033,-0.018836424921865103
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0038947324449694065,-0.05653669605306888
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.006539214133862714,-0.002510396398895054
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,-0.002605815095282793,-0.015532597686917171
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0018968356224711158,-0.03964242939308704
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,-0.002188975364230572,-0.01992272677320983
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.010940891891848992,-0.0169041841647104
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.008456359467999164,-0.0018925695799509867
108,0.0,0.0
109,0.0,0.0
110,0.0,0.0
111,0.0,0.0
112,0.00866202998687271,-0.0021994377852454505
113,0.0,0.0
114,0.0,0.0
115,0.0,0.0
116,0.0,0.0
117,0.008796084165393125,-0.0021095955099852404
118,0.0,0.0
119,0.0,0.0
120,0.0,0.0
121,0.008662026700871905,-0.0021994417391084653
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.00869324853448461,-0.0019561585548526494
126,0.0,0.0
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.008796082774409797,-0.0021095953359839825
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0,0.0
135,0.01065074885990569,-0.018210428962703418
136,0.0,0.0
137,0.0,0.0
138,0.0,0.0
139,0.0,0.0
140,0.008796082990215837,-0.002109595752706639
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0022035655182612857,-0.017201139508774332
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.002131949658107146,-0.016804423047560135
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,0.0020695112915731784,-0.017290984077384053
156,0.0,0.0
157,0.0,0.0
158,0.0,0.0
159,0.0,0.0
160,0.002243964221996464,-0.017841133114005814
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,-0.0012597370894944504,-0.0021784377267710653
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.009405774255231591,0.007415672437545595
171,0.0,0.0
172,0.012432019881245537,-0.011012952546145982
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0076722626307201836,0.005364418524047565
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.01810456632298596,0.017915228428863728
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,-0.00924595883678947,0.012925939810571663
186,0.0,0.0
187,0.0,0.0
188,0.007743834586754872,-0.011264399430244154
189,0.0,0.0
190,0.008526111386100155,-0.01185189107467366
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,-0.020321081339304214,-0.03518812709317665
196,0.0,0.0
197,0.0,0.0
198,0.0,0.0
199,0.0,0.0
200,0.003896684051465371,-0.014509887002137845
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.0
205,0.016433444651955398,0.00011843208293882412
206,0.0,0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,0.0
210,-0.013980086751935517,0.0008587728519451332
211,0.0,0.0
212,0.0,0.0
213,0.0,0.0
214,0.0,0.0
215,-0.030567759408771877,0.009086546238933124
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.013688076084260814,-0.011727626352472598
221,0.0,0.0
222,0.0,0.0
223,-0.002921637122845766,-0.004626408775612489
224,0.0,0.0
225,0.0,0.0
226,0.002526793366495639,-0.006089007152461079
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.0027012448097920583,-0.006639158341403828
231,0.0,0.0
232,0.0,0.0
233,0.00249557349980023,-0.00633228672448638
234,0.0,0.0
235,0.0,0.0
236,0.0,0.0
237,0.0022972655452058177,-0.00023919660424098765
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.002297267607854536,-0.00023919518644710536
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.002297264585831016,-0.0002391972636797135
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,0.0,0.0
251,0.004611029330561678,-0.01180755166883607
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.052216337746564534,-0.039938213311142334
256,0.0,0.0
257,0.0,0.0
258,0.0,0.0
259,0.03381625999505289,-0.00668699657178351
260,0.0,0.0
261,0.0,0.0
262,1.0703774615325052,-0.025735067084889707
263,-0.10321356478312893,0.0015343392327356042
264,0.0,0.0
265,0.0,0.0
266,-0.1144133829818017,0.017375559967472753
267,-0.07764422446697594,0.03179035782032713
268,0.008300269008099548,-0.003108968121397382
269,-0.0005325345335833731,0.002533730890236896
270,0.0,0.0
271,0.0,0.0
272,-0.004223590891260898,0.000504646110400131
273,0.0,0.0
274,0.0,0.0
275,0.0,0.0
276,0.0,0.0
277,-0.0031603430614417505,0.0021066777048215357
278,0.0,0.0
279,0.0,0.0
280,0.0,0.0
281,-0.003938941516743455,0.005587278004643537
282,0.0,0.0
283,0.0,0.0
284,0.0,0.0
285,-0.022713690517651486,0.019687027338543217
286,0.0,0.0
287,0.0,0.0
288,0.0,0.0
289,0.0,0.0
290,-0.014765960490734642,0.03101735612065326
291,0.0,0.0
292,0.0,0.0
293,0.0,0.0
294,0.0,0.0
295,-0.017865685895230854,0.04028008972306907
296,0.0,0.0
297,0.0,0.0
298,0.0,0.0
299,0.0,0.0
300,-0.01218218388328296,0.045423397154856104
301,0.0,0.0
302,0.0,0.0
303,0.0,0.0
304,0.0,0.0
305,-0.015379376666114553,0.0023668765170850037
306,0.0,0.0
307,0.0,0.0
308,0.0,0.0
309,0.0,0.0
310,-0.022104086581286708,-0.0032519082578250647
311,0.0,0.0
312,0.0,0.0
313,-0.023235265427739904,-0.0015641130934032077
314,0.0,0.0
315,0.0,0.0
316,0.0,0.0
317,0.013992947410379486,0.001151061060999936
318,0.0,0.0
319,0.0,0.0
320,0.0,0.0
321,0.0,0.0
322,0.01551537796662572,0.039749777942263975
323,0.0,0.0
324,0.0,0.0
325,0.0,0.0
326,0.0,0.0
327,0.006115147028857848,0.044789820467613595
328,0.0,0.0
329,0.0,0.0
330,0.0,0.0
331,0.007433641598627361,0.04456170995148412
332,0.0,0.0
333,0.0,0.0
334,0.0,0.0
335,0.0,0.0
