Timestep,dx,dy
0,-2.0996975053615836,-69.96891861040602
1,0.0,-70.00650949025896
2,2.099880269591077,-69.97500892363716
3,4.197870788677188,-69.8805355721555
4,6.292083507401267,-69.72317445545353
5,8.380633775671582,-69.50306718791474
6,10.4616420392196,-69.22041185122313
7,12.533235531071975,-68.87546281610305
8,14.593549956914401,-68.46853051340274
9,16.640731172830677,-67.99998115472754
10,18.672936853907064,-67.47023640287411
11,20.68833815220036,-66.87977299236242
12,22.685121342577602,-66.22912230040686
13,24.661489454946285,-65.51886986871256
14,26.615663891406115,-64.74965487652749
15,28.54588602686709,-63.922169565424106
16,30.451070579973983,-63.03850792063593
17,32.328240203004256,-62.09674762580964
18,34.17631659194257,-61.09910444952485
19,35.99363660278031,-60.04647620330131
20,37.778564770173126,-58.939810181510346
21,39.52949477924941,-57.78010230887386
22,41.24485091118522,-56.56839624419929
23,42.92308946124487,-55.30578244115715
24,44.56270012801103,-53.993397166946274
25,46.16220737255401,-52.63242147973013
26,47.7201717463172,-51.22408016576409
27,49.235191186523664,-49.769640637170546
28,50.705902277937966,-48.270411791353524
29,52.12418816664022,-46.72165362885681
30,53.50217341198911,-45.137139364824954
31,54.832010312555575,-43.512004722030255
32,56.11250210489041,-41.84771221195795
33,57.34249643281111,-40.1457595855307
34,58.52088638444467,-38.40767848523395
35,59.646611488373566,-36.63503306674102
36,60.71865866798841,-34.829418591278575
37,61.74535308674115,-32.99742463700435
38,62.707344019076366,-31.130494158530873
39,63.61290257441315,-29.23554833656002
40,64.46121381117509,-27.314292494426574
41,65.25151430650834,-25.36845563270758
42,65.98309284331084,-23.39978887323853
43,66.65529105027952,-21.410063883221937
44,67.2675039944001,-19.401071280846395
45,67.81918072534603,-17.374619023851135
46,68.30982477129652,-15.332530782485994
47,68.7389945857277,-13.276644298331396
48,69.10630394477465,-11.208809730454904
49,69.41142229480688,-9.130887990392964
50,69.65407504990425,-7.044749067456118
51,69.81286014505793,-4.950768107509632
52,69.9299474798773,-2.8544687683267767
53,69.98410258209465,-0.7556005999232879
54,69.9752767157733,1.3439475580186058
55,69.90347782359727,3.442286253872037
56,69.76877051972318,5.537527124444335
57,69.57127603163207,7.6277845943765
58,69.31117209103274,9.71117757303374
