Timestep,x error,y error
0,0.008045059840934954,0.01495327678087044
1,0.0,0.0
2,0.0,0.0
3,-0.004008698759154328,0.015546598099858144
4,0.00653189655345443,0.007935489006946739
5,0.0,0.0
6,0.013787274373619596,0.0014579326211165977
7,0.0,0.0
8,0.01902635381804174,-0.0025909014900182825
9,0.0,0.0
10,0.014461221596913987,0.004800265960428263
11,0.0,0.0
12,0.0,0.0
13,0.04119287029968177,0.0011475648035457198
14,0.0,0.0
15,0.0098868680739983,-0.0031573905252155754
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.011636923233965035,0.003796808507379623
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.013219842084950528,0.0008552750320696134
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.02386513457229711,0.0026533346293149407
30,0.0,0.0
31,0.011701176985695838,-0.0023861278602694824
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.014609953138354115,0.00023044735317512277
37,0.012755247897523248,9.918162085220672e-05
38,0.0,0.0
39,0.009675699844812868,0.0009258670760470267
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.018122878605616677,-8.342383141979326e-05
44,0.0,0.0
45,0.0,0.0
46,0.008939315574263418,-0.0029030246910757285
47,0.0,0.0
48,0.0,0.0
49,0.025216665856934384,-0.004000993271706221
50,0.0,0.0
51,0.0,0.0
52,0.02151093163272222,-0.0013704169501416175
53,0.013827672142017633,0.000817938938027396
54,0.0,0.0
55,0.031809136306915065,-0.005141552021701301
56,0.0,0.0
57,0.023505192336610747,-0.004925689666080757
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.01119986342218482,0.000390884490533594
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.013627504778039423,-0.0026515768150456864
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.01591190940123255,-0.004900604688106824
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.011780153131468296,0.0030033743320139195
