Timestep,dx,dy
0,-25.203888195148128,-81.47731870078265
1,0.0,-85.28651383907325
2,25.203888195148128,-81.47731870078265
3,48.16317856608164,-70.39992290844043
4,66.80129185227109,-53.01024182671934
5,79.4833092470033,-30.901486741009784
6,85.02406113676295,-6.029468057492728
7,83.0084177040042,19.36615727298247
8,73.52860835718064,43.003045309714196
9,57.53629372124696,62.811567865126435
10,36.385892019268454,76.97009816901914
11,12.014551017739175,84.28510968153539
12,-13.430014043853612,84.07118336843013
13,-37.62022988718772,76.23660847072416
14,-58.46943663095214,61.71407576835626
15,-74.0698912731091,41.664267045434634
16,-83.0743026864275,17.914245024765073
17,-84.65793405691,-7.436003150844798
18,-78.67932431068346,-32.1220153112751
19,-65.67252485057655,-53.93866351138024
20,-46.780169478688535,-70.90799107710505
21,-23.73605869342464,-81.56547659854586
22,1.4283235229773028,-84.93696101791811
23,26.465117852978015,-80.72127967316683
24,49.13786202494145,-69.29500682346058
25,67.38979083563005,-51.654690467221805
26,79.64493098172066,-29.432565723215767
27,84.78562664582641,-4.5813175407293985
28,82.3526747945558,20.67916609335588
29,72.50221841700039,44.05526272723606
30,56.244794450642665,63.51347059134135
31,34.94872369313149,77.26622539723897
32,10.55406009508351,84.14329854733028
33,-14.783366258616157,83.50410143806948
34,-38.80023853301211,75.40573164353721
35,-59.351201056111414,60.571592418499506
36,-74.56194061016728,40.30593052343495
37,-83.10542322851376,16.463729880619645
38,-84.2590081111631,-8.830929945105028
39,-77.85930130311591,-33.325327201017906
40,-64.53352397118996,-54.84589789878676
41,-45.44315913996352,-71.467247882119
42,-22.293492243907895,-81.70464145955914
43,2.8457578794661664,-84.58926485736244
44,27.71649337344933,-79.97023234990064
45,50.11139706106223,-68.20769715806361
46,68.0084430456115,-50.33641696810064
47,79.84637555509772,-27.990346717912743
48,84.55186913881178,-3.14398215769787
49,81.63154406061237,21.963569782729202
50,71.49491402355471,45.10637041577422
51,54.97185624658735,64.21995331768039
52,33.512723493076116,77.53772241408888
53,9.097493904523207,83.93706099157374
54,-16.113929724186594,82.87663043397689
55,-39.84086199588633,74.32897021408857
56,-60.02714186147988,59.23539767405884
57,-74.78878861898751,38.81801846129294
58,-82.91996758308555,14.982671202990362
59,-83.64415279948062,-10.191033451716947
60,-76.8966549595975,-34.45440343964011
61,-63.25497508594241,-55.61787781132585
62,-43.9935790734637,-71.8269114306446
63,-20.802367666282954,-81.61986097044979
64,4.247057289850403,-84.12195141421468
65,28.917105267084942,-79.10967847445151
66,50.97931836081088,-66.9982386481506
67,68.50173635208087,-48.94044339028258
68,79.90509825039865,-26.51094408129573
69,84.17077569946419,-1.713301093777812
70,80.87184711179222,23.224210100481404
71,70.3966031204417,46.08620031167049
72,53.63304023111065,64.83144750529996
73,32.07859759060182,77.78549457761797
74,7.658669365446436,83.79119508406102
75,-17.438057620329523,82.27750518421385
