Timestep,x error,y error
0,0.0,0.0
1,-0.006399664427338081,-0.0011761493965671832
2,0.0,0.0
3,-0.002337662018351949,0.0008791923077628994
4,0.0,0.0
5,8.079452915410457e-05,-0.0012799914491585795
6,0.0,0.0
7,9.180515419870972e-06,-0.0008832776741796167
8,0.0,0.0
9,0.00013405194824400724,8.984356753227729e-05
10,0.0,0.0
11,9.365489967549934e-05,0.000729841135768794
12,0.0,0.0
13,0.0005766119408647796,-0.00028061841825444134
14,0.0,0.0
15,0.00019649057876236498,0.0005764064739857133
16,0.0,0.0
17,0.001997941566123984,-0.0006621640248019034
18,0.0,0.0
19,-0.002431319244450947,0.0001493501379483675
20,0.0,0.0
21,0.00038380047384833915,0.002036086551087557
22,0.0,0.0
23,-0.0013588912107493911,0.0008681066693414508
24,0.0,0.0
25,0.0010283486357778315,-0.0015343567438304007
26,0.0,0.0
27,0.008083597240577944,0.004750676565023149
28,0.0,0.0
29,0.0011440446853896447,0.0003220411793103395
30,0.0,0.0
31,0.0001340540108856203,8.984498532615959e-05
32,0.0,0.0
33,0.00012119289679546341,-0.0019199886757563789
34,0.0,0.0
35,-0.0011532226587895877,0.0005612348518191368
36,0.0,0.0
37,-0.0005362121820269294,-0.0003593767219722821
38,0.0,0.0
39,0.0005141748934072154,-0.0007671791064396416
40,0.0,0.0
41,-0.011113571158688273,-0.005447264754080194
42,0.0,0.0
43,0.00022402783232067236,-0.00207342441370173
44,0.0,0.0
45,0.0006298687844292772,0.001089217332961745
46,0.0,0.0
47,-0.00277104207086154,0.00036637961427121724
48,0.0,0.0
49,-0.0003085042310431163,0.00046030647930628277
50,0.0,0.0
51,0.0031328039372127137,0.0005431530271469143
52,0.0,0.0
53,-0.002266046422178647,0.0004824739699182956
54,0.0,0.0
55,0.003955484236843887,-0.0006843323158811643
56,0.0,0.0
57,0.00125605653880001,-0.0007146735755245714
58,0.0,0.0
59,-0.0008226797718720036,0.0012274868359076763
60,0.0,0.0
61,0.0038930481965202546,-0.0011708945720352304
62,0.0,0.0
63,-0.00016527207891314788,-0.00033312501618798507
64,0.0,0.0
65,0.00021485060247528054,-0.0011901473064117596
66,0.0,0.0
67,-0.0060727996927916195,-0.0034030081963623005
68,0.0,0.0
69,0.0025561932672566456,0.0008237694936852336
70,0.0,0.0
71,0.0020291585308740423,-0.0004188847522970107
72,0.0,0.0
73,-0.001327673622302683,0.0011113875006714125
74,0.0,0.0
75,-0.0008355401426030085,-0.0007823480093929192
76,0.0,0.0
77,0.0013497141967171444,1.5170021224975017e-05
78,0.0,0.0
79,0.001761052187895018,-0.0005985746991195029
80,0.0,0.0
81,-0.0016545378770622676,0.00333824776037428
82,0.0,0.0
83,0.0016986167474364322,-0.001085133717653619
84,0.0,0.0
85,0.0017426947543732751,0.0011679797315720108
86,0.0,0.0
87,-0.00048663768782120087,-0.0018826518142160964
88,0.0,0.0
89,0.0017114751034910114,0.000924699742827606
90,0.0,0.0
91,-0.002324803926278207,0.0028890238916128297
92,0.0,0.0
93,-0.0010099889715675658,-0.00023219445838318364
94,0.0,0.0
95,0.000782281763939352,-0.0005874899271134382
96,0.0,0.0
97,0.0018951036565511004,-0.0005087303311182012
98,0.0,0.0
99,-0.00021484933136406426,0.0011901476150750767
100,0.0,0.0
